STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,TEMP,TEMP_ATTRIBUTES,DEWP,DEWP_ATTRIBUTES,SLP,SLP_ATTRIBUTES,STP,STP_ATTRIBUTES,VISIB,VISIB_ATTRIBUTES,WDSP,WDSP_ATTRIBUTES,MXSPD,GUST,MAX,MAX_ATTRIBUTES,MIN,MIN_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNDP,FRSHTT,station_name,source_year,source_url
48825099999,2015-01-12,20.9666666,105.7666666,7.91,"HA DONG, VM",59.1,8,50.7,8,1023.6,8,22.8,8,5.7,8,3.3,7,7.8,999.9,67.5,*,49.8,*,0.09,G,999.9,0,HA DONG (Đại diện Bắc Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48825099999.csv
48825099999,2015-01-13,20.9666666,105.7666666,7.91,"HA DONG, VM",58.1,8,48.6,8,1023.1,8,22.2,8,4.3,8,2.8,7,5.8,999.9,68.4,*,47.8, ,0.0,G,999.9,0,HA DONG (Đại diện Bắc Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48825099999.csv
48825099999,2015-01-14,20.9666666,105.7666666,7.91,"HA DONG, VM",58.1,8,50.4,8,1023.4,8,22.5,8,4.3,8,1.4,7,3.9,999.9,68.4,*,49.6, ,0.0,I,999.9,0,HA DONG (Đại diện Bắc Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48825099999.csv
48825099999,2015-01-15,20.9666666,105.7666666,7.91,"HA DONG, VM",60.2,8,51.3,8,1022.2,8,21.2,8,5.4,8,3.9,7,5.8,999.9,68.4,*,50.0, ,0.0,I,999.9,0,HA DONG (Đại diện Bắc Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48825099999.csv
48825099999,2015-01-16,20.9666666,105.7666666,7.91,"HA DONG, VM",61.9,8,51.9,8,1023.3,8,22.4,8,6.5,8,3.9,7,5.8,999.9,69.6,*,52.3, ,0.0,I,999.9,0,HA DONG (Đại diện Bắc Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48825099999.csv
48825099999,2015-01-17,20.9666666,105.7666666,7.91,"HA DONG, VM",62.3,8,52.1,8,1023.4,8,22.5,8,5.6,8,3.9,5,5.8,999.9,71.4,*,54.0, ,0.0,I,999.9,0,HA DONG (Đại diện Bắc Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48825099999.csv
48825099999,2015-01-18,20.9666666,105.7666666,7.91,"HA DONG, VM",64.2,8,52.5,8,1023.2,8,22.3,8,5.7,8,2.2,7,3.9,999.9,71.4,*,53.6, ,0.0,I,999.9,0,HA DONG (Đại diện Bắc Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48825099999.csv
48825099999,2015-01-19,20.9666666,105.7666666,7.91,"HA DONG, VM",64.4,8,52.8,8,1021.8,8,20.9,8,5.3,8,2.4,8,5.8,999.9,70.7,*,58.1, ,0.0,I,999.9,0,HA DONG (Đại diện Bắc Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48825099999.csv
48825099999,2015-01-20,20.9666666,105.7666666,7.91,"HA DONG, VM",63.6,8,55.9,8,1020.6,8,19.7,8,4.3,8,2.9,8,5.8,999.9,71.4,*,56.7, ,0.0,I,999.9,0,HA DONG (Đại diện Bắc Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48825099999.csv
48825099999,2015-01-21,20.9666666,105.7666666,7.91,"HA DONG, VM",64.9,8,57.7,8,1022.4,8,21.5,8,4.7,8,1.9,8,5.8,999.9,73.2,*,57.9, ,0.0,I,999.9,0,HA DONG (Đại diện Bắc Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48825099999.csv
48825099999,2015-01-22,20.9666666,105.7666666,7.91,"HA DONG, VM",66.4,8,58.8,8,1019.0,8,18.1,8,4.5,8,5.0,7,7.8,999.9,75.6,*,58.1, ,0.0,I,999.9,100000,HA DONG (Đại diện Bắc Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48825099999.csv
48825099999,2015-01-23,20.9666666,105.7666666,7.91,"HA DONG, VM",67.7,8,62.5,8,1015.4,8,14.5,8,4.3,8,6.3,8,9.7,999.9,73.8,*,60.8, ,0.0,I,999.9,0,HA DONG (Đại diện Bắc Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48825099999.csv
48825099999,2015-01-24,20.9666666,105.7666666,7.91,"HA DONG, VM",71.0,8,64.4,8,1014.2,8,13.3,8,5.7,8,7.3,8,9.7,999.9,77.7,*,63.5, ,0.0,I,999.9,0,HA DONG (Đại diện Bắc Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48825099999.csv
48825099999,2015-01-25,20.9666666,105.7666666,7.91,"HA DONG, VM",70.5,8,65.8,8,1016.3,8,15.4,8,7.3,8,5.6,8,5.8,999.9,75.6,*,67.1, ,0.0,G,999.9,10000,HA DONG (Đại diện Bắc Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48825099999.csv
48825099999,2015-01-26,20.9666666,105.7666666,7.91,"HA DONG, VM",70.8,8,65.0,8,1015.8,8,14.9,8,6.2,8,6.8,8,7.8,999.9,76.5,*,66.6, ,0.0,G,999.9,0,HA DONG (Đại diện Bắc Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48825099999.csv
48825099999,2015-01-27,20.9666666,105.7666666,7.91,"HA DONG, VM",70.4,8,65.9,8,1014.4,8,13.4,8,6.2,8,6.8,8,7.8,999.9,75.0,*,67.1, ,0.0,I,999.9,0,HA DONG (Đại diện Bắc Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48825099999.csv
48825099999,2015-01-28,20.9666666,105.7666666,7.91,"HA DONG, VM",72.2,8,66.5,8,1013.6,8,12.7,8,6.2,8,6.1,8,7.8,999.9,77.7,*,67.1, ,0.0,I,999.9,0,HA DONG (Đại diện Bắc Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48825099999.csv
48825099999,2015-01-29,20.9666666,105.7666666,7.91,"HA DONG, VM",71.2,8,66.0,8,1016.4,8,15.5,8,5.6,8,6.1,8,9.7,999.9,76.5,*,68.4,*,0.0,I,999.9,0,HA DONG (Đại diện Bắc Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48825099999.csv
48825099999,2015-01-30,20.9666666,105.7666666,7.91,"HA DONG, VM",64.4,8,61.9,8,1020.3,8,19.4,8,5.3,8,4.9,8,5.8,999.9,70.7, ,59.0,*,0.0,G,999.9,10000,HA DONG (Đại diện Bắc Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48825099999.csv
48825099999,2015-01-31,20.9666666,105.7666666,7.91,"HA DONG, VM",55.6,8,53.7,8,1024.1,8,23.2,8,4.6,8,5.3,8,7.8,999.9,56.8, ,53.4,*,0.02,G,999.9,10000,HA DONG (Đại diện Bắc Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48825099999.csv
48825099999,2015-02-01,20.9666666,105.7666666,7.91,"HA DONG, VM",55.2,8,51.9,8,1025.2,8,24.2,8,5.7,8,3.3,7,7.8,999.9,56.1,*,53.2, ,0.02,G,999.9,10000,HA DONG (Đại diện Bắc Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48825099999.csv
48825099999,2015-02-02,20.9666666,105.7666666,7.91,"HA DONG, VM",58.8,8,55.1,8,1024.3,8,23.4,8,6.2,8,2.8,7,5.8,999.9,59.7,*,54.9, ,0.0,G,999.9,0,HA DONG (Đại diện Bắc Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48825099999.csv
48825099999,2015-02-03,20.9666666,105.7666666,7.91,"HA DONG, VM",63.3,8,60.1,8,1023.0,8,22.1,8,4.5,8,1.4,7,5.8,999.9,66.0,*,58.5, ,0.01,A,999.9,10000,HA DONG (Đại diện Bắc Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48825099999.csv
48825099999,2015-02-04,20.9666666,105.7666666,7.91,"HA DONG, VM",57.3,8,54.1,8,1023.8,8,22.9,8,4.3,8,4.6,8,5.8,999.9,62.1, ,53.1,*,0.17,G,999.9,10000,HA DONG (Đại diện Bắc Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48825099999.csv
48825099999,2015-02-05,20.9666666,105.7666666,7.91,"HA DONG, VM",55.1,8,47.2,8,1026.2,8,25.3,8,5.7,8,5.1,8,7.8,999.9,58.5,*,51.8, ,0.02,G,999.9,10000,HA DONG (Đại diện Bắc Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48825099999.csv
48825099999,2015-02-06,20.9666666,105.7666666,7.91,"HA DONG, VM",57.3,8,44.9,8,1022.9,8,22.0,8,6.2,8,3.4,8,5.8,999.9,60.6,*,54.3, ,0.0,G,999.9,0,HA DONG (Đại diện Bắc Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48825099999.csv
48825099999,2015-02-07,20.9666666,105.7666666,7.91,"HA DONG, VM",57.0,8,53.4,8,1022.6,8,21.7,8,5.7,8,3.4,8,5.8,999.9,58.1,*,54.7, ,0.04,A,999.9,10000,HA DONG (Đại diện Bắc Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48825099999.csv
48825099999,2015-02-08,20.9666666,105.7666666,7.91,"HA DONG, VM",60.2,8,50.1,8,1023.5,8,22.6,8,5.7,8,2.9,8,3.9,999.9,66.6,*,55.4, ,0.04,E,999.9,0,HA DONG (Đại diện Bắc Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48825099999.csv
48825099999,2015-02-09,20.9666666,105.7666666,7.91,"HA DONG, VM",60.6,8,53.3,8,1023.0,8,22.1,8,4.3,8,0.8,7,3.9,999.9,63.5,*,55.9, ,0.0,I,999.9,0,HA DONG (Đại diện Bắc Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48825099999.csv
48825099999,2015-02-10,20.9666666,105.7666666,7.91,"HA DONG, VM",62.2,8,57.2,8,1018.5,8,17.6,8,4.8,8,3.2,6,3.9,999.9,65.1,*,58.8, ,99.99, ,999.9,10000,HA DONG (Đại diện Bắc Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48825099999.csv
48825099999,2015-02-11,20.9666666,105.7666666,7.91,"HA DONG, VM",60.1,8,57.0,8,1019.5,8,18.6,8,5.1,8,3.2,8,5.8,999.9,62.1,*,58.5,*,0.12,G,999.9,10000,HA DONG (Đại diện Bắc Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48825099999.csv
48825099999,2015-02-12,20.9666666,105.7666666,7.91,"HA DONG, VM",64.8,8,56.1,8,1017.2,8,16.3,8,5.7,8,3.4,8,5.8,999.9,70.5,*,58.6, ,0.0,G,999.9,0,HA DONG (Đại diện Bắc Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48825099999.csv
48825099999,2015-02-13,20.9666666,105.7666666,7.91,"HA DONG, VM",64.6,8,60.1,8,1015.0,8,14.1,8,5.1,8,4.1,8,5.8,999.9,67.1,*,62.2, ,0.01,A,999.9,10000,HA DONG (Đại diện Bắc Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48825099999.csv
48825099999,2015-02-14,20.9666666,105.7666666,7.91,"HA DONG, VM",62.7,8,61.3,8,1013.6,8,12.7,8,3.9,8,1.5,8,3.9,999.9,63.9,*,61.0, ,0.35,G,999.9,10000,HA DONG (Đại diện Bắc Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48825099999.csv
48825099999,2015-02-15,20.9666666,105.7666666,7.91,"HA DONG, VM",68.1,8,65.5,8,1015.5,8,14.6,8,4.8,8,3.1,7,3.9,999.9,71.4,*,62.6, ,0.06,G,999.9,10000,HA DONG (Đại diện Bắc Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48825099999.csv
48825099999,2015-02-16,20.9666666,105.7666666,7.91,"HA DONG, VM",69.3,8,65.9,8,1015.9,8,15.0,8,5.7,8,4.7,7,9.7,999.9,74.7,*,65.1,*,0.0,G,999.9,0,HA DONG (Đại diện Bắc Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48825099999.csv
48825099999,2015-02-17,20.9666666,105.7666666,7.91,"HA DONG, VM",69.1,8,65.6,8,1015.2,8,14.3,8,5.3,8,3.9,8,3.9,999.9,72.3,*,64.2, ,0.0,I,999.9,0,HA DONG (Đại diện Bắc Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48825099999.csv
48825099999,2015-02-18,20.9666666,105.7666666,7.91,"HA DONG, VM",69.7,8,66.6,8,1015.7,8,14.8,8,5.7,8,4.1,8,5.8,999.9,73.2,*,67.5, ,0.0,I,999.9,0,HA DONG (Đại diện Bắc Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48825099999.csv
48825099999,2015-02-19,20.9666666,105.7666666,7.91,"HA DONG, VM",70.6,8,68.4,8,1015.6,8,14.7,8,4.8,8,6.4,7,9.7,999.9,73.2,*,67.6, ,0.03,G,999.9,10000,HA DONG (Đại diện Bắc Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48825099999.csv
48825099999,2015-02-20,20.9666666,105.7666666,7.91,"HA DONG, VM",73.3,8,69.0,8,1013.3,8,12.4,8,6.2,8,6.3,8,9.7,999.9,77.7,*,68.7, ,0.0,G,999.9,0,HA DONG (Đại diện Bắc Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48825099999.csv
48825099999,2015-02-21,20.9666666,105.7666666,7.91,"HA DONG, VM",74.8,8,70.1,8,1012.1,8,11.2,8,7.0,8,6.1,8,7.8,999.9,79.5,*,70.9, ,0.0,I,999.9,0,HA DONG (Đại diện Bắc Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48825099999.csv
48825099999,2015-02-22,20.9666666,105.7666666,7.91,"HA DONG, VM",73.0,8,70.8,8,1012.7,8,11.8,8,5.7,8,4.4,8,5.8,999.9,75.9,*,70.7,*,0.0,G,999.9,10000,HA DONG (Đại diện Bắc Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48825099999.csv
48825099999,2015-02-23,20.9666666,105.7666666,7.91,"HA DONG, VM",74.2,8,70.3,8,1011.0,8,10.1,8,5.6,8,5.6,8,7.8,999.9,79.2,*,70.5, ,0.0,G,999.9,0,HA DONG (Đại diện Bắc Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48825099999.csv
48825099999,2015-02-24,20.9666666,105.7666666,7.91,"HA DONG, VM",75.3,8,68.9,8,1009.4,8,8.5,8,7.8,8,5.1,8,7.8,999.9,81.0,*,69.8, ,0.0,I,999.9,0,HA DONG (Đại diện Bắc Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48825099999.csv
48825099999,2015-02-25,20.9666666,105.7666666,7.91,"HA DONG, VM",75.9,8,69.6,8,1008.7,8,7.8,8,6.2,8,6.1,8,7.8,999.9,81.0,*,72.0, ,0.0,I,999.9,0,HA DONG (Đại diện Bắc Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48825099999.csv
48825099999,2015-02-26,20.9666666,105.7666666,7.91,"HA DONG, VM",76.3,8,71.5,8,1009.6,8,8.7,8,6.2,8,6.6,8,9.7,999.9,81.0,*,73.0, ,0.0,I,999.9,0,HA DONG (Đại diện Bắc Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48825099999.csv
48825099999,2015-02-27,20.9666666,105.7666666,7.91,"HA DONG, VM",76.1,8,71.7,8,1010.3,8,9.3,8,6.2,8,6.6,8,11.7,999.9,80.1,*,73.0, ,99.99, ,999.9,10000,HA DONG (Đại diện Bắc Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48825099999.csv
48825099999,2015-02-28,20.9666666,105.7666666,7.91,"HA DONG, VM",76.5,8,72.6,8,1013.6,8,12.7,8,6.2,8,5.1,8,7.8,999.9,80.6,*,72.7, ,0.0,G,999.9,10000,HA DONG (Đại diện Bắc Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48825099999.csv
48825099999,2015-03-01,20.9666666,105.7666666,7.91,"HA DONG, VM",67.1,8,63.1,8,1017.6,8,16.7,8,4.8,8,5.0,7,9.7,999.9,73.4,*,63.3,*,0.13,G,999.9,10000,HA DONG (Đại diện Bắc Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48825099999.csv
48825099999,2015-03-02,20.9666666,105.7666666,7.91,"HA DONG, VM",67.0,8,65.0,8,1011.8,8,10.6,8,5.3,8,4.6,8,7.8,999.9,69.3,*,62.1, ,0.02,G,999.9,10000,HA DONG (Đại diện Bắc Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48825099999.csv
48825099999,2015-03-03,20.9666666,105.7666666,7.91,"HA DONG, VM",71.1,8,61.5,8,1010.4,8,9.5,8,5.1,8,4.4,7,9.7,999.9,77.4,*,67.5,*,0.0,G,999.9,0,HA DONG (Đại diện Bắc Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48825099999.csv
48825099999,2015-03-04,20.9666666,105.7666666,7.91,"HA DONG, VM",67.3,8,63.5,8,1012.2,8,11.3,8,5.3,8,4.9,8,7.8,999.9,69.6,*,64.2, ,0.0,G,999.9,10000,HA DONG (Đại diện Bắc Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48825099999.csv
48825099999,2015-03-05,20.9666666,105.7666666,7.91,"HA DONG, VM",68.3,8,67.1,8,1013.3,8,11.2,8,2.3,8,1.7,8,3.9,999.9,69.6,*,64.9, ,0.02,G,999.9,10000,HA DONG (Đại diện Bắc Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48825099999.csv
48825099999,2015-03-06,20.9666666,105.7666666,7.91,"HA DONG, VM",63.8,8,62.5,8,1014.4,8,13.5,8,3.0,8,5.6,8,9.7,999.9,68.9, ,60.6,*,0.07,G,999.9,10000,HA DONG (Đại diện Bắc Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48825099999.csv
48825099999,2015-03-07,20.9666666,105.7666666,7.91,"HA DONG, VM",61.8,8,60.5,8,1015.1,8,14.2,8,3.0,8,1.5,8,3.9,999.9,63.0,*,59.7, ,0.09,G,999.9,10000,HA DONG (Đại diện Bắc Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48825099999.csv
48825099999,2015-03-08,20.9666666,105.7666666,7.91,"HA DONG, VM",66.6,8,65.1,8,1014.9,8,14.0,8,2.6,8,0.8,5,1.9,999.9,68.4,*,61.5, ,0.07,G,999.9,10000,HA DONG (Đại diện Bắc Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48825099999.csv
48825099999,2015-03-09,20.9666666,105.7666666,7.91,"HA DONG, VM",69.5,8,68.3,8,1016.7,8,15.8,8,3.3,8,2.2,8,3.9,999.9,71.1,*,66.6, ,0.14,G,999.9,10000,HA DONG (Đại diện Bắc Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48825099999.csv
48825099999,2015-03-10,20.9666666,105.7666666,7.91,"HA DONG, VM",67.4,8,66.4,8,1017.6,8,16.7,8,3.9,8,3.6,8,5.8,999.9,68.5, ,66.4,*,0.23,G,999.9,10000,HA DONG (Đại diện Bắc Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48825099999.csv
48825099999,2015-03-11,20.9666666,105.7666666,7.91,"HA DONG, VM",63.5,8,61.7,8,1019.4,8,18.5,8,3.5,8,5.6,8,7.8,999.9,68.9, ,59.4,*,0.23,G,999.9,10010,HA DONG (Đại diện Bắc Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48825099999.csv
48825099999,2015-03-12,20.9666666,105.7666666,7.91,"HA DONG, VM",61.4,8,57.9,8,1018.5,8,17.6,8,5.7,8,2.5,7,5.8,999.9,63.0,*,58.5, ,0.11,G,999.9,10000,HA DONG (Đại diện Bắc Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48825099999.csv
48825099999,2015-03-13,20.9666666,105.7666666,7.91,"HA DONG, VM",64.4,8,63.0,8,1015.2,8,14.3,8,2.6,8,1.9,6,5.8,999.9,66.0,*,60.4, ,0.02,G,999.9,10000,HA DONG (Đại diện Bắc Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48825099999.csv
48825099999,2015-03-14,20.9666666,105.7666666,7.91,"HA DONG, VM",68.9,8,66.4,8,1013.5,8,12.6,8,3.9,8,2.2,7,3.9,999.9,72.0,*,63.5, ,0.08,G,999.9,10000,HA DONG (Đại diện Bắc Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48825099999.csv
48825099999,2015-03-15,20.9666666,105.7666666,7.91,"HA DONG, VM",74.1,8,71.2,8,1011.9,8,11.0,8,5.3,8,3.9,7,5.8,999.9,76.5,*,68.4, ,0.03,G,999.9,10000,HA DONG (Đại diện Bắc Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48825099999.csv
48825099999,2015-03-16,20.9666666,105.7666666,7.91,"HA DONG, VM",75.7,8,73.1,8,1010.0,8,9.1,8,4.3,8,6.1,8,9.7,999.9,78.6,*,73.4, ,0.0,G,999.9,10000,HA DONG (Đại diện Bắc Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48825099999.csv
48825099999,2015-03-17,20.9666666,105.7666666,7.91,"HA DONG, VM",78.0,8,73.2,8,1006.1,8,5.2,8,5.7,8,5.3,8,7.8,999.9,83.3,*,73.4, ,0.0,G,999.9,0,HA DONG (Đại diện Bắc Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48825099999.csv
48825099999,2015-03-18,20.9666666,105.7666666,7.91,"HA DONG, VM",79.2,8,73.7,8,1006.8,8,5.9,8,6.2,8,6.1,8,9.7,999.9,85.3,*,74.1, ,0.0,G,999.9,0,HA DONG (Đại diện Bắc Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48825099999.csv
48825099999,2015-03-19,20.9666666,105.7666666,7.91,"HA DONG, VM",77.7,8,73.5,8,1009.8,8,8.9,8,6.2,8,3.9,8,5.8,999.9,82.4,*,72.7,*,0.0,A,999.9,10000,HA DONG (Đại diện Bắc Bộ),2015,https://www.ncei.noaa.gov/data/global-summary-of-the-day/access/2015/48825099999.csv
