STATION,time,LATITUDE,LONGITUDE,ELEVATION,TEMP,PRCP,WDSP,DEWP,STP,SLP,VISIB,u10,v10,z,lsm,z_500,t_500,q_500,u_500,v_500,w_500,z_850,t_850,q_850,u_850,v_850,w_850
48825099999,2015-01-11,20.9667,105.7667,7.91,13.1667,16.002,1.2861,11.5,1021.4311,1024.0,9.9779,0.8607,-2.1182,16.5352,0.9794,5756.4917,-12.5928,0.0005,22.8253,13.8769,-0.1414,1533.7572,5.0147,0.0062,-1.92,-4.2541,0.0562
48825099999,2015-01-12,20.9667,105.7667,7.91,15.0556,2.286,1.6977,10.3889,1021.3959,1023.6,9.1732,-0.1381,-1.6648,16.5352,0.9794,5747.61,-13.6527,0.0003,26.1709,-2.2822,0.25,1543.7994,4.3665,0.0053,-1.2484,-6.9904,-0.1272
48825099999,2015-01-13,20.9667,105.7667,7.91,14.5,0.0,1.4404,9.2222,1020.9906,1023.1,6.9202,-0.1598,-0.5798,16.5352,0.9794,5773.546,-12.3314,0.0004,19.6253,-10.6634,0.1414,1541.743,6.5188,0.0029,-1.792,-4.4142,0.0703
48825099999,2015-01-14,20.9667,105.7667,7.91,14.5,0.0,0.7202,10.2222,1021.2828,1023.4,6.9202,0.1821,-0.3785,16.5352,0.9794,5823.7827,-7.9852,0.0002,14.8983,-1.8384,0.0416,1545.9243,8.3833,0.0019,-2.3841,1.028,-0.0283
48825099999,2015-01-15,20.9667,105.7667,7.91,15.6667,0.0,2.0063,10.7222,1019.8897,1022.2,8.6904,-0.999,0.7438,16.5352,0.9794,5847.784,-7.1863,0.0008,13.2356,-0.7957,0.0886,1538.2545,9.763,0.0028,0.5425,1.393,-0.0329
48825099999,2015-01-16,20.9667,105.7667,7.91,16.6111,0.0,2.0063,11.0556,1020.9233,1023.3,10.4607,0.7513,-1.1966,16.5352,0.9794,5847.6606,-7.9698,0.0029,15.0849,6.2215,0.0022,1547.7288,7.6551,0.0029,-5.0722,-1.3188,0.0159
48825099999,2015-01-17,20.9667,105.7667,7.91,16.8333,0.0,2.0063,11.1667,1020.9296,1023.4,9.0123,-0.4259,-0.2772,16.5352,0.9794,5839.248,-8.7316,0.0028,16.865,7.6965,0.0215,1549.5271,6.0608,0.0048,-4.1244,-0.7452,0.0173
48825099999,2015-01-18,20.9667,105.7667,7.91,17.8889,0.0,1.1318,11.3889,1020.9207,1023.2,9.1732,-0.2502,-0.7955,16.5352,0.9794,5820.8726,-9.0371,0.0004,17.6332,7.0044,0.134,1553.1547,6.0118,0.0058,-4.1113,-1.3479,-0.2663
48825099999,2015-01-19,20.9667,105.7667,7.91,18.0,0.0,1.2347,11.5556,1019.8502,1021.8,8.5295,-0.3734,-0.3286,16.5352,0.9794,5800.1304,-10.4458,0.0003,19.8613,5.96,0.0321,1542.243,6.7566,0.006,-1.5612,1.5933,0.0716
48825099999,2015-01-20,20.9667,105.7667,7.91,17.5556,0.0,1.4919,13.2778,1018.0725,1020.6,6.9202,-0.9644,0.8993,16.5352,0.9794,5792.019,-10.276,0.0002,25.8602,0.1427,-0.0483,1535.799,10.6058,0.0069,5.062,1.4701,0.0408
48825099999,2015-01-21,20.9667,105.7667,7.91,18.2778,0.0,0.9774,14.2778,1020.0914,1022.4,7.5639,0.5431,-0.5014,16.5352,0.9794,5809.889,-8.8711,0.0002,27.2093,-11.1371,0.2384,1557.0138,9.1001,0.0072,-0.3171,-3.5896,0.0397
48825099999,2015-01-22,20.9667,105.7667,7.91,19.1111,0.0,2.5722,14.8889,1016.9556,1019.0,7.242,-0.9619,1.7132,16.5352,0.9794,5826.62,-7.7708,0.0003,22.9795,-13.5279,0.2111,1535.0469,10.392,0.0072,3.1773,2.7441,-0.0877
48825099999,2015-01-23,20.9667,105.7667,7.91,19.8333,0.0,3.241,16.9444,1013.1313,1015.4,6.9202,-1.3362,2.7355,16.5352,0.9794,5833.3633,-5.4368,0.0002,20.2408,-6.3309,0.0939,1503.1797,11.4882,0.008,3.8821,6.5603,-0.2644
48825099999,2015-01-24,20.9667,105.7667,7.91,21.6667,0.0,3.7554,18.0,1011.722,1014.2,9.1732,-1.1636,2.9851,16.5352,0.9794,5860.9043,-3.9715,0.0002,18.9143,-2.4815,-0.1257,1503.8386,14.3792,0.0084,8.238,3.489,-0.284
48825099999,2015-01-25,20.9667,105.7667,7.91,21.3889,0.0,2.8809,18.7778,1013.5385,1016.3,11.7482,-1.4673,1.5082,16.5352,0.9794,5874.5884,-3.1588,0.0002,18.0658,-3.1382,0.1709,1518.2957,13.8493,0.009,3.822,2.4522,-0.0288
48825099999,2015-01-26,20.9667,105.7667,7.91,21.5556,0.0,3.4982,18.3333,1013.583,1015.8,9.9779,-2.2383,2.1313,16.5352,0.9794,5882.155,-3.2276,0.0002,14.6999,-1.2262,0.032,1515.5475,13.6706,0.0085,5.5078,3.1989,-0.0157
48825099999,2015-01-27,20.9667,105.7667,7.91,21.3333,0.0,3.4982,18.8333,1012.0114,1014.4,9.9779,-2.2122,2.6436,16.5352,0.9794,5868.75,-4.2283,0.0002,14.2188,-2.0702,0.0871,1501.5571,13.427,0.0088,4.7819,4.2771,-0.1131
48825099999,2015-01-28,20.9667,105.7667,7.91,22.3333,0.0,3.1381,19.1667,1011.25,1013.6,9.9779,-1.7022,3.5168,16.5352,0.9794,5861.6284,-4.3788,1e-04,13.8026,3.8531,0.0676,1498.7161,14.4983,0.0083,5.2978,4.2437,-0.1496
48825099999,2015-01-29,20.9667,105.7667,7.91,21.7778,0.0,3.1381,18.8889,1013.7731,1016.4,9.0123,-1.7992,2.5403,16.5352,0.9794,5862.7354,-5.6431,0.0002,16.2968,7.0048,0.0287,1519.5251,13.5966,0.0089,1.9434,2.4614,-0.0876
48825099999,2015-01-30,20.9667,105.7667,7.91,18.0,0.0,2.5208,16.6111,1018.0688,1020.3,8.5295,-2.2806,-1.9326,16.5352,0.9794,5851.1646,-7.6117,0.0005,18.4282,8.452,-0.1652,1537.3292,11.3079,0.0097,1.1695,9.7393,-0.1273
48825099999,2015-01-31,20.9667,105.7667,7.91,13.1111,0.508,2.7266,12.0556,1021.9623,1024.1,7.403,-1.0689,-2.225,16.5352,0.9794,5842.8037,-9.3078,0.0017,17.3227,10.9508,-0.0974,1551.7993,9.2953,0.0084,-0.2418,9.0004,-0.0629
48825099999,2015-02-01,20.9667,105.7667,7.91,12.8889,0.508,1.6977,11.0556,1022.7716,1025.2,9.1732,0.1856,-1.9526,16.5352,0.9794,5836.7046,-9.6091,0.0009,18.8867,9.7394,-0.0641,1555.3375,8.8026,0.0082,-0.6786,7.6128,-0.0986
48825099999,2015-02-02,20.9667,105.7667,7.91,14.8889,0.0,1.4404,12.8333,1022.0814,1024.3,9.9779,-0.0351,-0.9314,16.5352,0.9794,5852.0737,-7.8266,0.0002,19.1823,3.0748,0.0437,1560.3214,10.1324,0.0085,1.8896,6.4315,0.0017
48825099999,2015-02-03,20.9667,105.7667,7.91,17.3889,0.254,0.7202,15.6111,1020.8258,1023.0,7.242,-0.8324,-0.2187,16.5352,0.9794,5854.4424,-6.3963,1e-04,20.9757,-4.0802,0.1112,1558.606,10.4903,0.0081,1.7281,3.5188,-0.0541
48825099999,2015-02-04,20.9667,105.7667,7.91,14.0556,4.318,2.3664,12.2778,1021.6664,1023.8,6.9202,-1.2278,-2.3823,16.5352,0.9794,5833.72,-5.9809,0.0002,23.5367,-4.7203,0.178,1550.5781,9.0185,0.0084,-0.4376,5.1569,-0.3124
48825099999,2015-02-05,20.9667,105.7667,7.91,12.8333,0.508,2.6237,8.4444,1024.1244,1026.2,9.1732,-0.4051,-2.3299,16.5352,0.9794,5819.2407,-5.9104,0.0002,24.9792,-5.2325,0.0878,1550.2147,5.4278,0.0065,-1.4839,0.1744,-0.1117
48825099999,2015-02-06,20.9667,105.7667,7.91,14.0556,0.0,1.7491,7.1667,1021.1122,1022.9,9.9779,-0.4475,-0.6789,16.5352,0.9794,5818.0723,-6.4883,0.0002,23.3817,-4.4265,0.078,1532.2705,7.6312,0.0068,3.5608,3.5527,-0.0471
48825099999,2015-02-07,20.9667,105.7667,7.91,13.8889,1.016,1.7491,11.8889,1020.0314,1022.6,9.1732,0.0743,-1.5538,16.5352,0.9794,5814.233,-6.7263,0.0002,22.4259,-2.8569,0.2997,1530.9469,7.8395,0.0074,2.3738,1.9284,-0.1505
48825099999,2015-02-08,20.9667,105.7667,7.91,15.6667,1.016,1.4919,10.0556,1021.3783,1023.5,9.1732,0.1997,-0.314,16.5352,0.9794,5824.303,-6.3793,0.0002,20.7224,-3.7836,0.1207,1544.9037,6.843,0.0066,-1.1324,0.7605,-0.0415
48825099999,2015-02-09,20.9667,105.7667,7.91,15.8889,0.0,0.4116,11.8333,1020.6052,1023.0,6.9202,0.0383,-0.4501,16.5352,0.9794,5835.518,-6.4505,0.0003,19.5145,-2.258,0.07,1541.8105,7.2544,0.007,0.4038,5.4554,-0.0823
48825099999,2015-02-10,20.9667,105.7667,7.91,16.7778,0.0072,1.6462,14.0,1016.3024,1018.5,7.7248,-0.5571,-0.3909,16.5352,0.9794,5823.491,-6.5168,0.0006,23.9869,-3.9371,0.1409,1516.3163,9.8832,0.0082,4.0027,3.7669,-0.1
48825099999,2015-02-11,20.9667,105.7667,7.91,15.6111,3.048,1.6462,13.8889,1017.1327,1019.5,8.2076,-0.1325,-1.7104,16.5352,0.9794,5812.1807,-8.1392,0.0017,23.2295,-1.8253,0.1668,1520.1826,9.3352,0.0086,0.721,1.7399,-0.0803
48825099999,2015-02-12,20.9667,105.7667,7.91,18.2222,0.0,1.7491,13.3889,1015.1766,1017.2,9.1732,-0.7595,0.2806,16.5352,0.9794,5803.5454,-8.6738,0.0027,22.848,4.5324,0.0753,1511.2228,10.4683,0.0086,2.2476,3.4786,-0.0056
48825099999,2015-02-13,20.9667,105.7667,7.91,18.1111,0.254,2.1092,15.6111,1013.0156,1015.0,8.2076,-1.4195,0.1406,16.5352,0.9794,5785.429,-9.7738,0.0029,22.0898,12.6543,-0.0693,1498.2043,11.3935,0.0094,1.5706,9.3617,-0.1817
48825099999,2015-02-14,20.9667,105.7667,7.91,17.0556,8.89,0.7717,16.2778,1010.9511,1013.6,6.2764,-1.0177,0.9715,16.5352,0.9794,5760.3154,-10.2458,0.0011,24.2908,18.275,0.1799,1489.8118,12.2078,0.0099,1.8526,8.9556,-0.2172
48825099999,2015-02-15,20.9667,105.7667,7.91,20.0556,1.524,1.5948,18.6111,1012.6961,1015.5,7.7248,-0.8916,1.1903,16.5352,0.9794,5790.771,-10.9674,0.0002,20.9351,8.7003,-0.0639,1511.094,13.8733,0.0081,2.4699,3.312,0.0401
48825099999,2015-02-16,20.9667,105.7667,7.91,20.7222,0.0,2.4179,18.8333,1013.5553,1015.9,9.1732,-1.4345,1.176,16.5352,0.9794,5789.253,-10.7427,1e-04,22.3224,8.8246,-0.0783,1519.2449,13.5409,0.0098,1.5716,4.0441,0.0889
48825099999,2015-02-17,20.9667,105.7667,7.91,20.6111,0.0,2.0063,18.6667,1012.6224,1015.2,8.5295,-1.1486,1.2074,16.5352,0.9794,5786.183,-10.4945,1e-04,20.7435,5.7015,0.0555,1510.8494,13.9405,0.01,2.3733,5.7746,-0.0024
48825099999,2015-02-18,20.9667,105.7667,7.91,20.9444,0.0,2.1092,19.2222,1013.2386,1015.7,9.1732,-1.5082,2.0017,16.5352,0.9794,5791.595,-11.2906,0.0003,22.2038,6.3191,0.0142,1514.9451,12.6031,0.0102,2.2791,6.0696,-0.0961
48825099999,2015-02-19,20.9667,105.7667,7.91,21.4444,0.762,3.2924,20.2222,1013.1481,1015.6,7.7248,-1.8111,2.9382,16.5352,0.9794,5803.484,-10.6975,0.0002,22.1167,1.5248,0.123,1520.2529,13.6102,0.0101,2.861,7.7699,-0.0377
48825099999,2015-02-20,20.9667,105.7667,7.91,22.9444,0.0,3.241,20.5556,1011.0833,1013.3,9.9779,-1.5381,3.5326,16.5352,0.9794,5799.931,-9.7552,0.0003,24.4208,7.7082,-0.0693,1508.5654,15.5976,0.0101,4.4344,5.6224,-0.0492
48825099999,2015-02-21,20.9667,105.7667,7.91,23.7778,0.0,3.1381,21.1667,1009.5994,1012.1,11.2654,-1.2064,2.0417,16.5352,0.9794,5795.529,-10.0422,0.0004,23.2068,6.5533,-0.0471,1500.3671,17.3388,0.0088,5.4384,3.3823,0.0391
48825099999,2015-02-22,20.9667,105.7667,7.91,22.7778,0.0,2.2636,21.5556,1010.0934,1012.7,9.1732,-1.1979,1.4011,16.5352,0.9794,5802.9824,-10.6269,0.002,23.2391,10.8674,-0.0646,1507.266,17.9361,0.0082,5.0992,2.723,0.005
48825099999,2015-02-23,20.9667,105.7667,7.91,23.4444,0.0,2.8809,21.2778,1008.6613,1011.0,9.0123,-1.5831,1.8426,16.5352,0.9794,5792.617,-11.0456,0.0002,23.5043,5.2415,0.117,1500.9622,18.9412,0.0074,8.1465,3.0384,0.0181
48825099999,2015-02-24,20.9667,105.7667,7.91,24.0556,0.0,2.6237,20.5,1006.9017,1009.4,12.5529,-1.8902,1.7884,16.5352,0.9794,5797.547,-11.5716,1e-04,8.271,-3.7515,0.2443,1486.3815,19.1391,0.0061,9.1758,3.864,-0.0797
48825099999,2015-02-25,20.9667,105.7667,7.91,24.3889,0.0,3.1381,20.8889,1006.0385,1008.7,9.9779,-1.6238,1.7423,16.5352,0.9794,5815.756,-8.8037,1e-04,7.1571,-1.3045,0.3994,1481.7275,19.2674,0.0066,7.9225,4.1768,-0.0921
48825099999,2015-02-26,20.9667,105.7667,7.91,24.6111,0.0,3.3953,21.9444,1006.8373,1009.6,9.9779,-1.9447,1.6337,16.5352,0.9794,5825.709,-7.6397,0.0002,10.4963,0.6486,0.245,1488.6152,20.191,0.0073,6.4868,5.8969,-0.1195
48825099999,2015-02-27,20.9667,105.7667,7.91,24.5,0.0696,3.3953,22.0556,1007.2628,1010.3,9.9779,-2.1753,2.6599,16.5352,0.9794,5846.282,-6.6264,0.0002,12.1674,1.1164,0.1916,1497.7626,20.5405,0.0079,6.6646,5.5586,-0.0802
48825099999,2015-02-28,20.9667,105.7667,7.91,24.7222,0.0,2.6237,22.5556,1010.337,1013.6,9.9779,-2.2659,1.8292,16.5352,0.9794,5870.7827,-5.8345,0.0003,8.4766,-0.6037,0.079,1518.8138,19.8443,0.0088,4.0281,3.6621,-0.0381
48825099999,2015-03-01,20.9667,105.7667,7.91,19.5,3.302,2.5722,17.2778,1016.4169,1017.6,7.7248,-1.0248,-1.8625,16.5352,0.9794,5879.4272,-5.068,0.0002,9.2901,1.785,0.1016,1531.8053,14.1269,0.0115,1.9297,8.1992,-0.1137
48825099999,2015-03-02,20.9667,105.7667,7.91,19.4444,0.508,2.3664,18.3333,1009.3014,1011.8,8.5295,-1.4599,1.5928,16.5352,0.9794,5864.4536,-4.1657,0.0002,11.9369,-0.766,0.1459,1483.2275,17.253,0.0096,8.2569,6.6484,-0.1706
48825099999,2015-03-03,20.9667,105.7667,7.91,21.7222,0.0,2.2636,16.3889,1008.3367,1010.4,8.2076,-1.129,-2.1272,16.5352,0.9794,5839.1826,-5.2582,0.0004,15.1518,5.2598,-0.1403,1475.7507,15.449,0.0104,2.9705,2.1753,-0.1697
48825099999,2015-03-04,20.9667,105.7667,7.91,19.6111,0.0,2.5208,17.5,1009.8425,1012.2,8.5295,-1.566,0.4257,16.5352,0.9794,5842.1865,-5.8272,0.0008,19.1175,8.2475,-0.0129,1488.8784,17.9505,0.0115,6.2893,9.0521,-0.1167
48825099999,2015-03-05,20.9667,105.7667,7.91,20.1667,0.508,0.8746,19.5,1009.468,1013.3,3.7015,-1.0873,-0.4847,16.5352,0.9794,5853.0347,-5.8041,0.0005,19.0176,3.8819,-0.0359,1497.9417,19.286,0.0122,6.0533,7.8732,-0.2355
48825099999,2015-03-06,20.9667,105.7667,7.91,17.6667,1.778,2.8809,16.9444,1011.9686,1014.4,4.828,-1.4549,-1.9683,16.5352,0.9794,5860.6875,-5.4138,0.0003,14.6688,4.0634,0.0646,1506.4005,15.9286,0.0129,2.422,9.1995,-0.1792
48825099999,2015-03-07,20.9667,105.7667,7.91,16.5556,2.286,0.7717,15.8333,1012.8409,1015.1,4.828,-0.7056,-0.8401,16.5352,0.9794,5864.1924,-5.106,0.0003,14.786,4.6258,0.0336,1508.1786,16.0086,0.0127,4.4882,11.7463,-0.1483
48825099999,2015-03-08,20.9667,105.7667,7.91,19.2222,1.778,0.4116,18.3889,1012.4742,1014.9,4.1843,-0.8157,-0.1883,16.5352,0.9794,5879.519,-5.0871,0.0004,13.328,1.3651,0.0909,1519.5557,18.0473,0.0121,4.702,5.6986,-0.081
48825099999,2015-03-09,20.9667,105.7667,7.91,20.8333,3.556,1.1318,20.1667,1014.3052,1016.7,5.3108,-1.7612,0.6539,16.5352,0.9794,5888.4688,-5.8658,0.0004,10.4382,0.7894,0.0188,1535.2073,15.7442,0.0126,1.6044,6.4118,-0.1967
48825099999,2015-03-10,20.9667,105.7667,7.91,19.6667,5.842,1.852,19.1111,1015.1939,1017.6,6.2764,-1.2106,-1.437,16.5352,0.9794,5872.44,-6.6744,0.0007,13.8589,0.4585,0.039,1536.455,14.707,0.0121,-0.2539,10.95,-0.2225
48825099999,2015-03-11,20.9667,105.7667,7.91,17.5,5.842,2.8809,16.5,1016.9125,1019.4,5.6327,-0.7578,-2.5434,16.5352,0.9794,5864.5415,-7.3863,0.0007,18.4079,-0.1431,-0.0233,1538.0029,13.7997,0.0114,0.6586,10.4949,-0.2101
48825099999,2015-03-12,20.9667,105.7667,7.91,16.3333,2.794,1.2861,14.3889,1016.4669,1018.5,9.1732,-0.5856,-0.6891,16.5352,0.9794,5853.4863,-7.408,0.0004,16.4366,-4.3399,0.09,1525.0918,13.9099,0.0112,3.7604,8.0413,-0.0713
48825099999,2015-03-13,20.9667,105.7667,7.91,18.0,0.508,0.9774,17.2222,1012.3089,1015.2,4.1843,-0.8445,0.0435,16.5352,0.9794,5857.1875,-7.2263,0.0003,13.5164,-2.6695,0.1507,1510.5822,16.7945,0.0121,5.4668,6.7754,-0.1219
48825099999,2015-03-14,20.9667,105.7667,7.91,20.5,2.032,1.1318,19.1111,1011.0273,1013.5,6.2764,-0.7115,0.3194,16.5352,0.9794,5867.846,-6.1897,0.0005,16.4076,-1.7244,0.1655,1517.2751,19.2628,0.0117,5.6091,5.076,-0.0177
48825099999,2015-03-15,20.9667,105.7667,7.91,23.3889,0.762,2.0063,21.7778,1008.9205,1011.9,8.5295,-1.1798,1.0529,16.5352,0.9794,5879.101,-5.4833,0.0005,16.2124,-2.1268,0.2307,1510.9644,21.3972,0.0092,8.5009,3.2696,-0.0368
48825099999,2015-03-16,20.9667,105.7667,7.91,24.2778,0.0,3.1381,22.8333,1007.3088,1010.0,6.9202,-1.7521,1.3346,16.5352,0.9794,5878.481,-4.3761,0.0003,14.1485,-1.1605,0.2894,1500.0947,21.814,0.0086,9.2712,4.1701,0.0476
48825099999,2015-03-17,20.9667,105.7667,7.91,25.5556,0.0,2.7266,22.8889,1003.385,1006.1,9.1732,-1.6001,1.161,16.5352,0.9794,5875.2227,-4.5558,0.0002,12.3613,-0.5012,0.1692,1475.8998,23.0897,0.0081,11.5184,2.2517,0.016
48825099999,2015-03-18,20.9667,105.7667,7.91,26.2222,0.0,3.1381,23.1667,1003.5272,1006.8,9.9779,-1.3601,0.4771,16.5352,0.9794,5877.171,-4.3789,0.0003,11.5644,0.517,0.2108,1481.6542,24.1006,0.0085,8.6661,0.7321,0.0558
48825099999,2015-03-19,20.9667,105.7667,7.91,25.3889,0.0,2.0063,23.0556,1006.6464,1009.8,9.9779,-2.0793,1.1694,16.5352,0.9794,5890.4595,-5.1488,0.0004,9.8145,4.9717,0.0811,1500.086,23.54,0.0093,6.164,2.6917,-0.008
48825099999,2015-03-20,20.9667,105.7667,7.91,24.4444,0.508,2.1607,22.7222,1010.4821,1012.9,9.1732,-2.0668,2.2459,16.5352,0.9794,5892.563,-5.2379,0.0006,8.897,4.9995,-0.0017,1518.9503,19.3451,0.0141,1.1367,4.6833,-0.0733
48825099999,2015-03-21,20.9667,105.7667,7.91,24.2778,0.0,2.6237,21.6111,1013.887,1016.2,8.5295,-2.0077,0.2738,16.5352,0.9794,5879.995,-6.1846,0.001,10.0977,3.3423,0.1269,1534.4698,15.7499,0.0094,-1.4105,5.4906,-0.0951
48825099999,2015-03-22,20.9667,105.7667,7.91,23.0556,5.08,2.6237,20.8333,1012.468,1014.9,6.9202,-1.8157,2.4392,16.5352,0.9794,5862.187,-7.2925,0.0011,13.0228,2.2537,-0.0014,1520.7959,15.4579,0.01,1.4491,5.2569,-0.0589
48825099999,2015-03-23,20.9667,105.7667,7.91,23.0,1.27,1.6977,21.5,1014.1498,1016.5,8.5295,-1.9279,0.03,16.5352,0.9794,5846.2793,-9.1046,0.0008,11.6141,0.5598,0.1052,1533.5533,14.1722,0.0114,-1.3807,3.6456,-0.0956
48825099999,2015-03-24,20.9667,105.7667,7.91,19.6111,21.082,3.1381,18.6111,1018.2134,1020.5,5.3108,-0.3614,-2.6767,16.5352,0.9794,5845.5864,-9.7381,0.002,10.502,-0.0761,0.2364,1553.8257,12.8043,0.0108,-7.387,4.2972,-0.5698
48825099999,2015-03-25,20.9667,105.7667,7.91,19.5,7.874,1.6462,18.1111,1020.1091,1022.3,9.1732,0.6139,-1.436,16.5352,0.9794,5856.795,-9.6027,0.0031,9.0743,3.5409,-0.0367,1563.919,11.8228,0.0101,-5.1715,5.5324,-0.1222
48825099999,2015-03-26,20.9667,105.7667,7.91,20.2778,3.81,1.1832,19.2222,1019.98,1022.3,7.7248,0.4281,-0.8321,16.5352,0.9794,5864.523,-9.6696,0.0029,9.9061,7.0823,-0.1361,1570.2473,12.8377,0.0107,-0.8253,3.2449,0.0147
48825099999,2015-03-27,20.9667,105.7667,7.91,21.8889,0.0,1.4919,20.1111,1017.7751,1019.9,7.7248,-0.2846,0.4768,16.5352,0.9794,5853.321,-10.2034,0.0024,12.2769,5.2561,-0.205,1557.4851,13.2591,0.0106,-0.7322,3.6761,-0.01
48825099999,2015-03-28,20.9667,105.7667,7.91,23.2778,0.0,2.4179,20.5556,1013.3615,1016.1,9.1732,-1.4686,1.7242,16.5352,0.9794,5833.8486,-8.8429,0.001,10.5252,2.7415,0.0777,1527.1409,14.9421,0.0111,2.0625,4.8174,0.0129
48825099999,2015-03-29,20.9667,105.7667,7.91,24.7778,0.0,4.3728,22.0,1009.9048,1012.4,10.4607,-1.6106,3.1991,16.5352,0.9794,5828.389,-8.5831,0.0019,13.109,1.897,0.1248,1507.6116,17.4079,0.011,5.0114,4.1037,0.0299
48825099999,2015-03-30,20.9667,105.7667,7.91,25.8889,0.0,3.241,22.4444,1007.8789,1010.3,11.2654,-1.3766,3.2351,16.5352,0.9794,5825.7324,-8.7901,0.0011,13.8486,3.3396,0.2379,1498.0553,18.9199,0.0108,6.6613,3.6904,-0.0652
48825099999,2015-03-31,20.9667,105.7667,7.91,26.4444,0.0,2.9838,23.1667,1005.9291,1008.6,9.9779,-1.6712,3.2975,16.5352,0.9794,5838.7817,-5.5614,0.0003,9.8127,-1.8506,0.133,1491.1504,20.5556,0.0111,8.0234,5.0022,-0.0368
48825099999,2015-04-01,20.9667,105.7667,7.91,26.7222,0.0,2.6237,24.2222,1003.0644,1005.9,11.2654,-1.2828,2.7533,16.5352,0.9794,5841.364,-4.3287,0.0004,16.7857,5.6736,-0.0513,1476.4559,21.8757,0.0099,9.5255,4.7454,0.0668
48825099999,2015-04-02,20.9667,105.7667,7.91,28.0,0.0,2.3664,24.2222,999.2177,1002.3,14.9669,0.1155,2.7339,16.5352,0.9794,5816.3657,-5.771,0.0004,18.7627,2.75,0.177,1451.6497,22.6252,0.009,12.1748,3.0228,0.0355
48825099999,2015-04-03,20.9667,105.7667,7.91,28.5,0.0,3.3953,23.7778,998.2144,1001.1,9.1732,-0.3315,2.4749,16.5352,0.9794,5801.942,-6.3948,0.001,19.8972,5.8449,0.1707,1443.7023,22.5259,0.0102,8.7302,4.1672,-0.2867
48825099999,2015-04-04,20.9667,105.7667,7.91,27.7778,0.0,3.4982,23.8889,1000.5919,1004.0,9.9779,-1.067,2.9785,16.5352,0.9794,5830.5547,-4.889,0.0003,11.6299,-1.3046,0.1967,1462.3752,22.798,0.0095,6.7046,4.1041,-0.0791
48825099999,2015-04-05,20.9667,105.7667,7.91,27.2778,0.0,2.5208,23.9444,1004.3028,1008.0,9.9779,-2.0325,1.8589,16.5352,0.9794,5858.831,-5.7111,0.0003,8.9412,1.0293,0.0392,1483.9354,22.8629,0.0098,4.0159,4.1091,-0.1015
